GeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
441024	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	Q9H903	13	0%	"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain"	spinalcord, placenta
10730	YME1L1	YME1-like 1 ATPase	FTSH, MEG4, PAMP, YME1L, Q96TA2	13	0%	"literature, APEX_IMS, Rickettsial homolog, mito protein domain+, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
10965	ACOT2	acyl-CoA thioesterase 2	CTE-IA, CTE1A, MTE1, PTE2, PTE2A, ZAP128, P49753	13	0%	"literature, mito protein domain, induction, coexpression, MS/MS++"	all 14
84334	APOPT1	"apoptogenic 1, mitochondrial"	APOP1, C14orf153, Q96IL0	13	0%	"literature, targetP signal, mito protein domain+, coexpression+"	largeintestine, placenta
326625	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	ATR, cblB, cob, Q96EY8	13	0%	"APEX_matrix, GFP, targetP signal, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
5498	PPOX	protoporphyrinogen oxidase	PPO, V290M, VP, P50336	13	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	cerebrum, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
5825	ABCD3	"ATP-binding cassette, sub-family D (ALD), member 3"	ABC43, PMP70, PXMP1, ZWS2, P28288	13	0%	"GFP, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression"	kidney, liver, adipose, placenta, testis
23410	SIRT3	sirtuin 3	SIR2L3, Q9NTG7	13	0%	"literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
197257	LDHD	lactate dehydrogenase D	DLD, Q86WU2	13	0%	"literature, yeast mito homolog+, mito protein domain, MS/MS++"	kidney, liver, heart, adipose, stomach, placenta, testis
84311	MRPL45	mitochondrial ribosomal protein L45	L45mt, MRP-L45, B4DEF8	13	0%	"literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+"	cerebrum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis
91574	C12orf65	chromosome 12 open reading frame 65	COXPD7, SPG55, Q9H3J6	13	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	cerebrum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta
196294	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	IMP1, IMP1-LIKE, Q96LU5	13	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	testis
5428	POLG	"polymerase (DNA directed), gamma"	MDP1, MIRAS, MTDPS4A, MTDPS4B, PEO, POLG1, POLGA, SANDO, SCAE, P54098	13	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS"	cerebrum, cerebellum, spinalcord, liver, adipose, largeintestine, placenta, testis
64756	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	ATP11, ATP11p, Q5TC12	13	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS"	cerebrum, brainstem, spinalcord, adipose, smallintestine, largeintestine, placenta, testis
2647	BLOC1S1	"biogenesis of lysosomal organelles complex-1, subunit 1"	BLOS1, GCN5L1, MICoA, RT14, P78537	13	0%	"mito protein domain, coexpression++, MS/MS"	placenta, testis
160428	ALDH1L2	"aldehyde dehydrogenase 1 family, member L2"	mtFDH, Q3SY69	13	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	brainstem, spinalcord, liver, skeletalmuscle, smallintestine, largeintestine, stomach, placenta
285521	COX18	COX18 cytochrome C oxidase assembly factor	COX18HS, Q8N8Q8	13	0%	"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	none
1371	CPOX	coproporphyrinogen oxidase	CPO, CPX, HCP, P36551	13	0%	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
23530	NNT	nicotinamide nucleotide transhydrogenase	GCCD4, Q13423	13	0%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+"	cerebrum, spinalcord, skeletalmuscle, adipose, placenta
284184	C17orf89	chromosome 17 open reading frame 89	A1L188	13	0%	"targetP signal, induction, coexpression+, MS/MS"	adipose, stomach
91419	XRCC6BP1	XRCC6 binding protein 1	KUB3, Q9Y6H3	13	0%	"yeast mito homolog++, mito protein domain+, coexpression"	cerebellum
79877	DCAKD	dephospho-CoA kinase domain containing	Q8WVC6	13	0%	"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	all 14
9551	ATP5J2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2"	ATP5JL, P56134	13	0%	"literature, coexpression++, MS/MS++"	all 14
6566	SLC16A1	"solute carrier family 16 (monocarboxylate transporter), member 1"	HHF7, MCT, MCT1, P53985	13	0%	"yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS"	smallintestine, largeintestine, placenta
81855	SFXN3	sideroflexin 3	BA108L7.2, SFX3, Q9BWM7	13	0%	"mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
83752	LONP2	"lon peptidase 2, peroxisomal"	LONP, LONPL, Q86WA8	13	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression"	kidney, liver, adipose
10157	AASS	aminoadipate-semialdehyde synthase	LKR/SDH, LKRSDH, LORSDH, Q9UDR5	13	0%	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis
56616	DIABLO	"diablo, IAP-binding mitochondrial protein"	DFNA64, SMAC, Q9NR28	13	0%	"literature, APEX_IMS, targetP signal+, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
341947	COX8C	cytochrome c oxidase subunit VIIIC	COX8-3, Q7Z4L0	13	0%	"literature, targetP signal+, mito protein domain+, MS/MS"	testis
5827	PXMP2	"peroxisomal membrane protein 2, 22kDa"	PMP22, Q9NR77	13	0%	"GFP, targetP signal, yeast mito homolog+, mito protein domain, induction"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis
64902	AGXT2	alanine--glyoxylate aminotransferase 2	AGT2, DAIBAT, Q9BYV1	13	0%	"literature, yeast mito homolog++, mito protein domain, MS/MS+"	kidney, liver
27165	GLS2	"glutaminase 2 (liver, mitochondrial)"	GA, GLS, LGA, hLGA, Q9UI32	13	0%	"targetP signal, mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, smallintestine, largeintestine
79135	APOO	apolipoprotein O	FAM121B, Q9BUR5	13	0%	"literature, APEX_IMS, mito protein domain+, MS/MS++"	all 14
84129	ACAD11	"acyl-CoA dehydrogenase family, member 11"	ACAD-11, Q709F0	13	0%	"mito protein domain+, induction, coexpression"	spinalcord, kidney, liver, adipose
401207	C5orf63	chromosome 5 open reading frame 63	YDR286C, A6NC05	13	0%	"targetP signal+, coexpression+, MS/MS"	cerebrum, cerebellum, spinalcord, liver, heart, skeletalmuscle, adipose, placenta, testis
112817	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	C10orf65, DHDPS2, DHDPSL, HP3, NPL2, Q86XE5	13	0%	"GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	kidney, liver, adipose, largeintestine, placenta, testis
54902	TTC19	tetratricopeptide repeat domain 19	2010204O13Rik, MC3DN2, Q6DKK2	13	0%	"literature, APEX_IMS, targetP signal+, mito protein domain, induction, MS/MS+"	cerebrum, cerebellum, spinalcord, adipose, largeintestine, stomach, testis
51335	NGRN	"neugrin, neurite outgrowth associated"	DSC92, Q9NPE2	12	0%	"APEX_matrix, yeast mito homolog++, mito protein domain+, coexpression"	none
285343	TCAIM	"T cell activation inhibitor, mitochondrial"	C3orf23, TOAG-1, TOAG1, Q8N3R3	12	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression++"	none
2653	GCSH	glycine cleavage system protein H (aminomethyl carrier)	GCE, NKH, P23434	12	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, MS/MS"	spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis
23408	SIRT5	sirtuin 5	SIR2L5, Q9NXA8	12	0%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	cerebrum, brainstem, spinalcord, liver, heart, adipose, largeintestine, stomach
84706	GPT2	glutamic pyruvate transaminase (alanine aminotransferase) 2	ALT2, Q8TD30	12	0%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	cerebrum, brainstem, liver, skeletalmuscle, adipose, stomach, placenta, testis
100188893	TOMM6	translocase of outer mitochondrial membrane 6 homolog (yeast)	OBTP, Q96B49	12	0%	"GFP, mito protein domain+, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
26355	FAM162A	"family with sequence similarity 162, member A"	C3orf28, E2IG5, HGTD-P, Q96A26	12	0%	"APEX_IMS, APEX_matrix, targetP signal, induction, coexpression, MS/MS++"	all 14
10058	ABCB6	"ATP-binding cassette, sub-family B (MDR/TAP), member 6"	ABC, ABC14, DUH3, LAN, MCOPCB7, MTABC3, PRP, umat, Q9NP58	12	0%	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	cerebrum, brainstem, liver, largeintestine, stomach, placenta, testis
28992	MACROD1	MACRO domain containing 1	LRP16, Q9BQ69	12	0%	"APEX_matrix, targetP signal+, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
7263	TST	thiosulfate sulfurtransferase (rhodanese)	RDS, Q16762	12	0%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
4512	COX1	cytochrome c oxidase subunit I	COI, MTCO1, P00395	12	0%	"literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	all 14
56181	MTFR1L	mitochondrial fission regulator 1-like	FAM54B, MST116, MSTP116, Q9H019	12	0%	"mito protein domain+, induction, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, placenta, testis
56948	SDR39U1	"short chain dehydrogenase/reductase family 39U, member 1"	C14orf124, HCDI, Q9NRG7	12	0%	"mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
29958	DMGDH	dimethylglycine dehydrogenase	DMGDHD, ME2GLYDH, Q9UI17	12	0%	"literature, targetP signal, mito protein domain, MS/MS++"	spinalcord, kidney, liver, smallintestine, stomach, placenta
10650	SLMO1	slowmo homolog 1 (Drosophila)	C18orf43, HFL-EDDG1, PRELID3A, Q96N28	12	0%	"yeast mito homolog+, mito protein domain+, MS/MS"	cerebrum, cerebellum, spinalcord
9016	SLC25A14	"solute carrier family 25 (mitochondrial carrier, brain), member 14"	BMCP1, UCP5, O95258	12	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, placenta, testis
10478	SLC25A17	"solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17"	PMP34, O43808	12	0%	"yeast mito homolog++, mito protein domain+, coexpression"	none
84269	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	C2orf9, MIC14, Q9BSY4	12	0%	"APEX_IMS, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	adipose, placenta, testis
9868	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	O94826	12	0%	"literature, yeast mito homolog+, mito protein domain, induction, coexpression"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
4817	NIT1	nitrilase 1	Q86X76	12	0%	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
81889	FAHD1	fumarylacetoacetate hydrolase domain containing 1	C16orf36, YISKL, Q6P587	12	0%	"literature, APEX_matrix, mito protein domain, coexpression, MS/MS++"	all 14
90550	MCU	mitochondrial calcium uniporter	C10orf42, CCDC109A, Q8NE86	12	0%	"literature, GFP, mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta
1593	CYP27A1	"cytochrome P450, family 27, subfamily A, polypeptide 1"	CP27, CTX, CYP27, Q02318	12	0%	"literature, targetP signal+, mito protein domain, MS/MS++"	kidney, liver, skeletalmuscle, adipose, smallintestine, placenta, testis
4540	ND5	"NADH dehydrogenase, subunit 5 (complex I)"	MTND5, P03915	12	0%	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+"	all 14
4538	ND4	"NADH dehydrogenase, subunit 4 (complex I)"	MTND4, P03905	12	0%	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+"	all 14
4536	ND2	MTND2	MTND2, P03891	12	0%	"literature, Rickettsial homolog, mito protein domain+, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
4190	MDH1	"malate dehydrogenase 1, NAD (soluble)"	HEL-S-32, MDH-s, MDHA, MGC:1375, MOR2, P40925	12	0%	"Rickettsial homolog, mito protein domain, induction, coexpression+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
9812	KIAA0141	KIAA0141	DELE, Q14154	12	0%	"targetP signal+, mito protein domain, induction, coexpression"	none
79675	FASTKD1	FAST kinase domains 1	Q53R41	12	0%	"APEX_matrix, induction, coexpression++"	liver, largeintestine
10240	MRPS31	mitochondrial ribosomal protein S31	IMOGN38, MRP-S31, S31mt, Q92665	11	0%	"literature, APEX_matrix, targetP signal, induction, coexpression, MS/MS"	all 14
10840	ALDH1L1	"aldehyde dehydrogenase 1 family, member L1"	10-FTHFDH, 10-fTHF, FDH, FTHFD, O75891	11	0%	"APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	cerebrum, liver, smallintestine, largeintestine, stomach, placenta, testis
26024	PTCD1	pentatricopeptide repeat domain 1	O75127	11	0%	"targetP signal+, mito protein domain+, coexpression"	cerebellum, largeintestine, placenta
3032	HADHB	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"	ECHB, MTPB, TP-BETA, P55084	11	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
54802	TRIT1	tRNA isopentenyltransferase 1	IPT, MOD5, Q9H3H1	11	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression"	cerebellum
54675	CRLS1	cardiolipin synthase 1	C20orf155, CLS, CLS1, GCD10, dJ967N21.6, Q9UJA2	11	0%	"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression"	none
132158	GLYCTK	glycerate kinase	HBEBP2, HBEBP4, HBeAgBP4A, Q8IVS8	11	0%	"targetP signal+, coexpression, MS/MS+"	kidney, liver, placenta
81034	SLC25A32	"solute carrier family 25 (mitochondrial folate carrier), member 32"	MFT, MFTC, Q9H2D1	11	0%	"literature, targetP signal, yeast mito homolog+, mito protein domain+"	adipose, placenta
57505	AARS2	"alanyl-tRNA synthetase 2, mitochondrial"	AARSL, COXPD8, MT-ALARS, MTALARS, Q5JTZ9	11	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
9941	EXOG	"endo/exonuclease (5'-3'), endonuclease G-like"	ENDOGL1, ENDOGL2, ENGL, ENGL-a, ENGL-b, ENGLA, ENGLB, Q9Y2C4	11	0%	"APEX_IMS, targetP signal, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, placenta
51142	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	C7orf17, Q9Y6H1	11	0%	"APEX_IMS, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	none
8564	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	dJ317G22.1, O15229	11	0%	"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++"	kidney, liver
94097	SFXN5	sideroflexin 5	BBG-TCC, Q8TD22	11	0%	"literature, mito protein domain+, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine
60528	ELAC2	elaC ribonuclease Z 2	COXPD17, ELC2, HPC2, Q9BQ52	11	0%	"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	cerebellum, skeletalmuscle, adipose, largeintestine, stomach
2876	GPX1	glutathione peroxidase 1	GPXD, GSHPX1, P07203	11	0%	"literature, APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
1375	CPT1B	carnitine palmitoyltransferase 1B (muscle)	CPT1-M, CPT1M, CPTI, CPTI-M, M-CPT1, MCCPT1, MCPT1, Q92523	11	0%	"literature, yeast mito homolog+, mito protein domain, MS/MS++"	cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
4199	ME1	"malic enzyme 1, NADP(+)-dependent, cytosolic"	HUMNDME, MES, P48163	11	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	spinalcord, liver, adipose, placenta, testis
51024	FIS1	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	TTC11, Q9Y3D6	11	0%	"literature, yeast mito homolog++, mito protein domain+"	all 14
27166	PRELID1	PRELI domain containing 1	PRELI, PX19, SBBI12, Q9Y255	11	0%	"literature, APEX_IMS, GFP, targetP signal, yeast mito homolog++, mito protein domain+"	none
9481	SLC25A27	"solute carrier family 25, member 27"	UCP4, O95847	11	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord
79085	SLC25A23	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"	APC2, MCSC2, SCaMC-3, Q9BV35	11	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	cerebrum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta
7352	UCP3	"uncoupling protein 3 (mitochondrial, proton carrier)"	SLC25A9, P55916	11	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	spinalcord, heart, skeletalmuscle, adipose
55972	SLC25A40	"solute carrier family 25, member 40"	MCFP, Q8TBP6	11	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis
